0;0 ~ GEN - General Documents
1;1 ~ TKDN - Turkuduk North
2;2 ~ TKDS - Turkuduk South
3;3 ~ MYKS - Muyunkun South
4;4 ~ MYKC - Muyunkun Center
5;5 ~ CAPB - Transshipment base
6;6 ~ BASE - Base Camp
7;7 ~ South Tortkusuk New
9;9 ~ OTHR - Other Sites
